image	tool	kind	units	utf8	script	dir	name
rafi-sahab-lp-record-audio-song__Rafi_Sahab_LP_Record_Audio_Song.iso	PowerISO	f	90	90	none	/Dss Vinyl Records	Leke Pahla Pahla Pyar-C.I.D 1955-O. P. Nayyar-Asha Bhosle, Shamshad Begum & Mohd. Rafi.mp3
rafi-sahab-lp-record-audio-song__Rafi_Sahab_LP_Record_Audio_Song.iso	PowerISO	f	104	104	none	/Dss Vinyl Records	Meri Hasraton Ki Dunya-Gaal Gulabi Nain Sharabi 1973-Shamji Ghanshamji -  Mohd. Rafi & Krishna Kalle.mp3
rafi-sahab-lp-record-audio-song__Rafi_Sahab_LP_Record_Audio_Song.iso	PowerISO	f	99	99	none	/Dss Vinyl Records	Pal Do Pal Ka +(Reprise & Theme)-The Burning Train 1980-R. D. Burman-Mohammed Rafi, Asha Bhosle.mp3
rafi-sahab-lp-record-audio-song__Rafi_Sahab_LP_Record_Audio_Song.iso	PowerISO	f	95	95	none	/Dss Vinyl Records	Pardesiya Tere Desh Me-Garam Khoon 1980-Shankar Jaikishan- Sulakshana Pandit, Mohammed Rafi.mp3
rafi-sahab-lp-record-audio-song__Rafi_Sahab_LP_Record_Audio_Song.iso	PowerISO	f	86	86	none	/Dss Vinyl Records	Phandebaaz 1987--Mohabbat Me Aji Kya--Mohammed Rafi, Lata Mangeshkar--R. D. Burman.mp3
rafi-sahab-lp-record-audio-song__Rafi_Sahab_LP_Record_Audio_Song.iso	PowerISO	f	87	87	none	/Dss Vinyl Records	Raat Ke Hum Safar-An Evening Paris 1967-Shankar Jaikishan-Mohd. Rafi  & Asha Bhosle.mp3
rafi-sahab-lp-record-audio-song__Rafi_Sahab_LP_Record_Audio_Song.iso	PowerISO	f	88	88	none	/Dss Vinyl Records	Sargam 1979 --Parbat Ke Us Paar--Lata Mangeshkar, Mohammed Rafi-- Laxmikant-Pyarelal.mp3
rafi-sahab-lp-record-audio-song__Rafi_Sahab_LP_Record_Audio_Song.iso	PowerISO	f	88	88	none	/Dss Vinyl Records	Simti Hui Yeh Ghadiyaan-Chambal Ki Kasam 1980-Khayyam-Mohammad Rafi, Lata Mangeshkar.mp3
rafi-sahab-lp-record-audio-song__Rafi_Sahab_LP_Record_Audio_Song.iso	PowerISO	f	89	89	none	/Dss Vinyl Records	Tujhe Jeevan Ki Dor Se-Asli Naqli 1963-Shanker-Jaikishen-Lata Mangeshkar & Mohd. Rafi.mp3
rafi-sahab-lp-record-audio-song__Rafi_Sahab_LP_Record_Audio_Song.iso	PowerISO	f	89	89	none	/Dss Vinyl Records	Ye Dil Tum Bin Lagta Nahin-Izzat 1968-Laxmikant Pyarelal-Mohd. Rafi & Lata Mangeshkar.mp3
rafi-sahab-lp-record-audio-song__Rafi_Sahab_LP_Record_Audio_Song.iso	PowerISO	f	88	88	none	/Dss Vinyl Records	Yun Hi Tum Mujhse-Sachaa Jhutha 1970-Kalyanji Anandji-Lata Mangeshkar, Mohammed Rafi.mp3
rafi-sahab-lp-record-audio-song__Rafi_Sahab_LP_Record_Audio_Song.iso	PowerISO	f	104	104	none	/Dss Vinyl Records	Zamane Ko Dikhana Hai 1981--Poochho Na Yaar Kya --Asha Bhosle, Mohd Rafi, Padmini Rishi -R.D. Burman.mp3
rafi-sahab-lp-record-audio-song__Rafi_Sahab_LP_Record_Audio_Song.iso	PowerISO	f	90	90	none	/Dss Vinyl Records	Zulm Ki Pukar 1979--Is Ishq Mohabbat Ki--Mohammed Rafi, Chandrani Mukherjee--Sonik Omi.mp3
rzr-bbbd14049__rzr-bbbd14049.iso	UltraISO	f	95	95	none	/Soundtrack	Breakdown Epiphanies - Battle Brothers OST - 08 - Laying Siege to Hammerburg (Noble Houses).mp3
rzr-bbbd14049__rzr-bbbd14049.iso	UltraISO	f	87	87	none	/Soundtrack	Breakdown Epiphanies - Battle Brothers OST - 09 - Traversing the Northern Clanlands.mp3
rzr-bbbd14049__rzr-bbbd14049.iso	UltraISO	f	102	102	none	/Soundtrack	Breakdown Epiphanies - Battle Brothers OST - 22 - Rise and Fall of House Kaltenborn (Noble Houses).mp3
rzr-bbbd14049__rzr-bbbd14049.iso	UltraISO	f	88	88	none	/Soundtrack	Breakdown Epiphanies - Battle Brothers OST - 30 - Forging a Legacy (Release Trailer).mp3
rzr-bbbd14049__rzr-bbbd14049.iso	UltraISO	f	109	109	none	/Soundtrack	Breakdown Epiphanies - Battle Brothers OST - 31 - A Storm Approaching (Beasts) (Beasts & Exploration DLC).mp3
rzr-bbbd14049__rzr-bbbd14049.iso	UltraISO	f	100	100	none	/Soundtrack	Breakdown Epiphanies - Battle Brothers OST - 32 - Into The Wilderness (Beasts & Exploration DLC).mp3
rzr-bbbd14049__rzr-bbbd14049.iso	UltraISO	f	110	110	none	/Soundtrack	Breakdown Epiphanies - Battle Brothers OST - 33 - Chant for the Old Gods (Barbarians) (Warriors of the Nor.mp3
rzr-bbbd14049__rzr-bbbd14049.iso	UltraISO	f	110	110	none	/Soundtrack	Breakdown Epiphanies - Battle Brothers OST - 34 - Adrenaline Rush (Barbarians) (Warriors of the North DLC).mp3
santwani-jamunaben-godaliya__Santwani__Jamunaben_Godaliya_.iso	PowerISO	f	93	93	none	/16	Gujarati Bhajan - Mandama Mara Tandama Maro Guruji - Santvani (Bhag 16 - video Dailymotion.ts
santwani-jamunaben-godaliya__Santwani__Jamunaben_Godaliya_.iso	PowerISO	f	88	88	none	/16	Gujarati Bhajan - Maru Re Piyariyu Madhavpur - Santvani (Bhag 16) - video Dailymotion.ts
santwani-jamunaben-godaliya__Santwani__Jamunaben_Godaliya_.iso	PowerISO	f	95	95	none	/16	Gujarati Bhajan - Saathi Re Bandhi Che Guruji Preet - Santvani (Bhag 16) - video Dailymotion.ts
santwani-jamunaben-godaliya__Santwani__Jamunaben_Godaliya_.iso	PowerISO	f	86	86	none	/16	Gujarati Bhajan - Sachu Jenathi Na Samjhay - Santvani (Bhag 16) - video Dailymotion.ts
santwani-jamunaben-godaliya__Santwani__Jamunaben_Godaliya_.iso	PowerISO	f	95	95	none	/16	Gujarati Bhajan - Vaatma Ne Vaatma Parki Panchatama - Santvani (Bhag 16) - video Dailymotion.ts
santwani-jamunaben-godaliya__Santwani__Jamunaben_Godaliya_.iso	PowerISO	f	87	87	none	/11	Gujarati Bhajan - Hare Phare Hari Nahi Mane - Santvani (Bhag 11) - video Dailymotion.ts
santwani-jamunaben-godaliya__Santwani__Jamunaben_Godaliya_.iso	PowerISO	f	90	90	none	/11	Gujarati Bhajan - Vaato Have Koni Haare Kariye - Santvani (Bhag 11) - video Dailymotion.ts
santwani-jamunaben-godaliya__Santwani__Jamunaben_Godaliya_.iso	PowerISO	f	86	86	none	/01	Kai Riye Samajvu Murakh Tane - Santwani Part 1 - Gujarati Songs - video Dailymotion.ts
santwani-jamunaben-godaliya__Santwani__Jamunaben_Godaliya_.iso	PowerISO	f	90	90	none	/01	Vani Re Vani Mara Sadguruni Vani - Santwani Part 1 - Gujarati Songs - video Dailymotion.ts
santwani-jamunaben-godaliya__Santwani__Jamunaben_Godaliya_.iso	PowerISO	f	102	102	none	/00 Top Hits Jamunaben	Araj Mari Sabhalone Ranujana Raay _ Gujarati Bhaktigeet Songs _ Gujarati Devotional Songs(720P_HD).mp4
santwani-jamunaben-godaliya__Santwani__Jamunaben_Godaliya_.iso	PowerISO	f	88	88	none	/00 Top Hits Jamunaben	BHAJANMA BHELA REJO MARA  _ JAMUNABEN GODLIYA _ SANTWANI - 11 _ LALEN MUSIC(720P_HD).mp4
santwani-jamunaben-godaliya__Santwani__Jamunaben_Godaliya_.iso	PowerISO	f	99	99	none	/00 Top Hits Jamunaben	Gujarati Bhajan  Hansa Pivo Re Pyala Premna  Gujarati Bhaktigeet Song  Gujarati Devotional Song.mp4
santwani-jamunaben-godaliya__Santwani__Jamunaben_Godaliya_.iso	PowerISO	f	98	98	none	/00 Top Hits Jamunaben	Gujarati Bhajan  Kanuda Ne Jaee Ne Kejo Re  Gujarati Bhaktigeet Song  Gujarati Devotional Song.mp4
santwani-jamunaben-godaliya__Santwani__Jamunaben_Godaliya_.iso	PowerISO	f	95	95	none	/00 Top Hits Jamunaben	Gujarati Bhajan - Vaatma Ne Vaatma Parki Panchatama - Santvani (Bhag 16) - video Dailymotion.ts
santwani-jamunaben-godaliya__Santwani__Jamunaben_Godaliya_.iso	PowerISO	f	110	110	none	/00 Top Hits Jamunaben	Gujarati Bhajan _ Kanuda Ne Jaee Ne Kejo Re _ Gujarati Bhaktigeet Song _ Gujarati Devotional Song(720P_HD).mp4
santwani-jamunaben-godaliya__Santwani__Jamunaben_Godaliya_.iso	PowerISO	f	110	110	none	/00 Top Hits Jamunaben	Gujarati Bhaktigeet _ Kidi Bichari _ Jamunaben Godaliya _ Gujarati Devotional Song _ Gujarati Bhajan(720~0.mp4
santwani-jamunaben-godaliya__Santwani__Jamunaben_Godaliya_.iso	PowerISO	f	97	97	none	/00 Top Hits Jamunaben	JIVA PATELIYA RE TAME SATNI KHETI  _ JAMUNABEN GODLIYA _ SANTWANI - 11 _ LALEN MUSIC(720P_HD).mp4
santwani-jamunaben-godaliya__Santwani__Jamunaben_Godaliya_.iso	PowerISO	f	102	102	none	/00 Top Hits Jamunaben	SWARG BHAVAN MA THI UTARI _ JAMUNABEM GODALIYA _ GUJARATI BHAJAN _ GUJARATI DEVOTIONAL BHAKTI SONG.mp4
santwani-jamunaben-godaliya__Santwani__Jamunaben_Godaliya_.iso	PowerISO	f	109	109	none	/00 Top Hits Jamunaben	Taro Bharatji Bhale Gadie Betho _ Jamunaben Godaliya _ Gujarati Bhaktigeet _ Gujarati Devotional(720P_HD).mp4
steps-2-christ-ebook-collection__Steps_2_Christ_Ebook_Collection.iso	IMAPI	f	86	84	none	/Bonus Books & Mp3's/Ebooks	One Hundred Tools for Teachers for Building Self Esteem in Children (Transcript).pdf;1
unreleased-os__WINXP_UPDATE_2022.iso	MagicISO	f	96	96	none	/I386/WINSXS/MANIFESTS	X86_MICROSOFT.TOOLS.VISUALCPLUSPLUS.RUNTIME-LIBRARIES_6595B64144CCF1DF_6.0.0.0_X-WW_FF9986D7.CAT
unreleased-os__WINXP_UPDATE_2022.iso	MagicISO	f	101	101	none	/I386/WINSXS/MANIFESTS	X86_MICROSOFT.TOOLS.VISUALCPLUSPLUS.RUNTIME-LIBRARIES_6595B64144CCF1DF_6.0.0.0_X-WW_FF9986D7.MANIFEST
vikram-thakore-5-movie-song__Vikram_Thakore_5-Movie_Song.iso	PowerISO	f	110	110	none	/Ek Vaar Piyu Ne Madva Aavje (2008)	Ek-Vaar-Piyu-Ne-Malava-Aavje--(Title-Sad)-Vikram-Thakor,Arvind-Barot,Nayan-Rathod,Dipali-Somaiya,Shilpa-~0.mp3
vikram-thakore-5-movie-song__Vikram_Thakore_5-Movie_Song.iso	PowerISO	f	101	101	none	/Ek Vaar Piyu Ne Madva Aavje (2008)	Ek-Vaar-Piyu-Ne-Malava-Aavje-Vikram-Thakor,Arvind-Barot,Nayan-Rathod,Dipali-Somaiya,Shilpa-Thakor.mp3
vikram-thakore-5-movie-song__Vikram_Thakore_5-Movie_Song.iso	PowerISO	f	91	91	none	/Ek Vaar Piyu Ne Madva Aavje (2008)	Gori-Taro-Latko-Re-Vikram-Thakor,Arvind-Barot,Nayan-Rathod,Dipali-Somaiya,Shilpa-Thakor.mp3
vikram-thakore-5-movie-song__Vikram_Thakore_5-Movie_Song.iso	PowerISO	f	93	93	none	/Ek Vaar Piyu Ne Madva Aavje (2008)	Hu-Rangilo-Hu-Mojilo-Vikram-Thakor,Arvind-Barot,Nayan-Rathod,Dipali-Somaiya,Shilpa-Thakor.mp3
vikram-thakore-5-movie-song__Vikram_Thakore_5-Movie_Song.iso	PowerISO	f	95	95	none	/Ek Vaar Piyu Ne Madva Aavje (2008)	Kalju-Kapi-Jivdo-Kadhu-Vikram-Thakor,Arvind-Barot,Nayan-Rathod,Dipali-Somaiya,Shilpa-Thakor.mp3
vikram-thakore-5-movie-song__Vikram_Thakore_5-Movie_Song.iso	PowerISO	f	110	110	none	/Ek Vaar Piyu Ne Madva Aavje (2008)	Perodi-(Prem-Gori-Taro,-Khili-Khili,-Rajvadi,-Sanedo)-Vikram-Thakor,Arvind-Barot,Nayan-Rathod,Dipali-Som~0.mp3
vikram-thakore-5-movie-song__Vikram_Thakore_5-Movie_Song.iso	PowerISO	f	86	86	none	/Ek Vaar Piyu Ne Madva Aavje (2008)	Sajni-Mori-Re-Vikram-Thakor,Arvind-Barot,Nayan-Rathod,Dipali-Somaiya,Shilpa-Thakor.mp3
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	196	none	/traitement des textes/postes budgetaires	التعليمة المشتركة رقم 09 المؤرخة في 23 أكتوبر 2016 تحدد العلاقة الوظيفية بين مصالح المديرية العامة للميزانيةفي
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	196	none	/traitement des textes/postes budgetaires/_vti_cnf	التعليمة المشتركة رقم 09 المؤرخة في 23 أكتوبر 2016 تحدد العلاقة الوظيفية بين مصالح المديرية العامة للميزانيةفي
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	98	166	none	/traitement des textes/divers	تعليمة وزير المالية رقم 1739 الصادرة أواخر 2016 حول اجراءات تبليغ اعتمادات الميزانية لسنة 2017.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	97	175	none	/traitement des textes/IEP	قبول تخصص نجارة المنيوم نجارة معمارية ميكانيك السيارات طلاء و تركيب الزجاج في رتبة استاذ حرفي.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	87	144	none	/traitement des textes/IEP	مراسلة رقم 1702 بتاريخ 14-02-2017 احتساب الزيادة في الأقدمية بعنوان العمل في الجنوب.PDF
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	87	144	none	/traitement des textes/IEP/_vti_cnf	مراسلة رقم 1702 بتاريخ 14-02-2017 احتساب الزيادة في الأقدمية بعنوان العمل في الجنوب.PDF
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	95	158	none	/mise a jour  2018/التوازنات الداخلية و الخارجية للبلاد	الارسال رقم 508 المؤرخ في 16 فيفري 2016 حول استغلال المناصب المالية المحررة بعنوان سنة 2015.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	95	158	none	/mise a jour  2018/التوازنات الداخلية و الخارجية للبلاد/_vti_cnf	الارسال رقم 508 المؤرخ في 16 فيفري 2016 حول استغلال المناصب المالية المحررة بعنوان سنة 2015.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	86	86	none	/mise a jour  2018/wartilani iap	instruction n 96 du 10.03.2016 du MI portant sur la valorisation du patrimoine cle.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	86	86	none	/mise a jour  2018/wartilani iap/_vti_cnf	instruction n 96 du 10.03.2016 du MI portant sur la valorisation du patrimoine cle.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	193	none	/mise a jour  2018/iep	الارسال رقم 172 المؤرخ في 10 جوان 2010 الصادر عن المديرية العامة للوظيفة العمومية حول امكانية الترقية في الدرج
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	193	none	/mise a jour  2018/iep/_vti_cnf	الارسال رقم 172 المؤرخ في 10 جوان 2010 الصادر عن المديرية العامة للوظيفة العمومية حول امكانية الترقية في الدرج
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	92	164	none	/maj novembre 2019/visa prealable	خضوع قرارات الإنتداب الموظفين نحو مؤسسات عمومية إقتصادية للتأشيرة الوظيفة العمومية-10700.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	92	164	none	/maj novembre 2019/visa prealable/_vti_cnf	خضوع قرارات الإنتداب الموظفين نحو مؤسسات عمومية إقتصادية للتأشيرة الوظيفة العمومية-10700.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	101	178	none	/maj novembre 2019/postes superieurs	الجهة التي لها سلطة التعيين تتمته بالسطة التقديرية للتعيين و إنهاء المهام في المناصب العليا-5618 .pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	101	178	none	/maj novembre 2019/postes superieurs/_vti_cnf	الجهة التي لها سلطة التعيين تتمته بالسطة التقديرية للتعيين و إنهاء المهام في المناصب العليا-5618 .pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	88	155	none	/maj novembre 2019/dossier recrutement	الإدارة مسؤولة عن سلامة نتئاج عملية التوظيف في الإختبارات و الإمتحانات المهنية-12312.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	101	176	none	/maj novembre 2019/dossier disciplinaire	إنعقاد المجلس التأديبي و لو كان المعني في عطلة مرضية و تزامن تاريخ الجلسة مع العطلة الصيفية-10453.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	101	176	none	/maj novembre 2019/dossier disciplinaire/_vti_cnf	إنعقاد المجلس التأديبي و لو كان المعني في عطلة مرضية و تزامن تاريخ الجلسة مع العطلة الصيفية-10453.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	100	101	none	/guide en arabe/regime indemnitaire/les marchés publiques	le decret presidentiel 02-250 du 24 juillet 2002 relative a l'organisation des marchés publiques.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	100	101	none	/guide en arabe/regime indemnitaire/les marchés publiques/_vti_cnf	le decret presidentiel 02-250 du 24 juillet 2002 relative a l'organisation des marchés publiques.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	98	98	none	/guide en arabe/regime indemnitaire/indemnite et prime	circulaire 001 du 08 mars 2003 relative aux modalites de paiement des AF et prime de scolarite.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	86	88	none	/guide en arabe/regime indemnitaire/indemnite et prime/_vti_cnf	Relatif aux tâches d'enseignement et de formation à titre d'occupation accessoire..pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	98	98	none	/guide en arabe/regime indemnitaire/indemnite et prime/_vti_cnf	circulaire 001 du 08 mars 2003 relative aux modalites de paiement des AF et prime de scolarite.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	91	91	none	/guide en arabe/regime indemnitaire/indemnite et prime/_vti_cnf	ministere des finances indemnite de documentation pour les formateurs postes superieurs.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	89	90	none	/guide en arabe/regime indemnitaire/formation production	decret executif 98-412 du 07 decembre 1998 fixant relative à la  formation production.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	89	90	none	/guide en arabe/regime indemnitaire/formation production/_vti_cnf	decret executif 98-412 du 07 decembre 1998 fixant relative à la  formation production.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	96	97	none	/guide en arabe/regime indemnitaire/comptabilite matiere	arrette ministere de l'economie du 04 fevrier 1992 relatif à l'identification des immeubles .pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	93	93	none	/guide en arabe/regime indemnitaire/comptabilite matiere	circulaire 4335 du 12 mai 1982 relative a la gestion du patrimoine mobilier et immobilier.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	96	97	none	/guide en arabe/regime indemnitaire/comptabilite matiere/_vti_cnf	arrette ministere de l'economie du 04 fevrier 1992 relatif à l'identification des immeubles .pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	93	93	none	/guide en arabe/regime indemnitaire/comptabilite matiere/_vti_cnf	circulaire 4335 du 12 mai 1982 relative a la gestion du patrimoine mobilier et immobilier.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	100	101	none	/guide en arabe/regime indemnitaire/comptabilite matiere/_vti_cnf	decret presidentiel 04-405 du 11 decembre 2004 fixant réglementation relative au sceau de l'etat.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	98	98	none	/guide en arabe/regime indemnitaire/bourses et présalaires	decret 90-170 du 2 juin 1990 fixant les conditions d'attribution des bourses et leurs montants.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	93	94	none	/guide en arabe/regime indemnitaire/bourses et présalaires	decret executif 08-117 du 09 avril 2008 complétant le decret 90-170 portant sur la bourse.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	101	102	none	/guide en arabe/regime indemnitaire/bourses et présalaires/_vti_cnf	arrette interministeriel 316 du 16 decembre 1991 fixant la liste des spécialites ayant droit a  l.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	98	98	none	/guide en arabe/regime indemnitaire/bourses et présalaires/_vti_cnf	decret 90-170 du 2 juin 1990 fixant les conditions d'attribution des bourses et leurs montants.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	93	94	none	/guide en arabe/regime indemnitaire/bourses et présalaires/_vti_cnf	decret executif 08-117 du 09 avril 2008 complétant le decret 90-170 portant sur la bourse.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	101	101	none	/guide en arabe/regime indemnitaire/autres/_vti_cnf	Decision du 1 decembre 1991 fixant les modalites d'attribution des effets d'habillement aux agent.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	102	102	none	/guide en arabe/regime indemnitaire/autres/_vti_cnf	Decision du 1 decembre 1991 fixant les modalites d'attribution des effets d'habillement aux agents.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	101	102	none	/guide en arabe/regime indemnitaire/autres/_vti_cnf	arrette interministeriel du 17 mai 1989 fixant la liste des fonctions et emplois ouvrant droit à .pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	101	101	none	/guide en arabe/regime indemnitaire/COMPTABIMITE PUBLIQUE	circulaire minesterielle n 99 du 30 decembre 1991 concernant l'etablissement du compte administra.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	104	104	none	/guide en arabe/regime indemnitaire/COMPTABIMITE PUBLIQUE	circulaire minesterielle n 99 du 30 decembre 1991 concernant l'etablissement du compte administratif.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	101	101	none	/guide en arabe/regime indemnitaire/COMPTABIMITE PUBLIQUE	decision ministerielle 16 du 29 decembre 1983 fixant la liste des documents registres et formulai.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	89	90	none	/guide en arabe/regime indemnitaire/COMPTABIMITE PUBLIQUE	decret executif 98-412 du 07 decembre 1998 fixant relative à la  formation production.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	101	101	none	/guide en arabe/regime indemnitaire/COMPTABIMITE PUBLIQUE	decrets executifs 91-311 au 314 traitant la comptabilite publique les comptables et les ordonnate.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	104	104	none	/guide en arabe/regime indemnitaire/COMPTABIMITE PUBLIQUE	decrets executifs 91-311 au 314 traitant la comptabilite publique les comptables et les ordonnateurs.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	101	101	none	/guide en arabe/regime indemnitaire/COMPTABIMITE PUBLIQUE/_vti_cnf	instruction 10 du 09 mai 1995 modalites d'etablissement des etats matrices initiaux et complement.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	106	106	none	/guide en arabe/regime indemnitaire/COMPTABIMITE PUBLIQUE/_vti_cnf	instruction 10 du 09 mai 1995 modalites d'etablissement des etats matrices initiaux et complementaires.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	99	101	none	/guide en arabe/G. R.H/retraite/_vti_cnf	ordonnance 96-18 du 6 juillet 1996 complétant et modifiant la loi 83-12  relative à la retraite.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	101	102	none	/guide en arabe/G. R.H/formation et recyclages des agents/_vti_cnf	arrette interministriel du 6 septembre 2006 fixant les formations specialisées pour certains corp.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	101	103	none	/guide en arabe/G. R.H/formation et recyclages des agents/_vti_cnf	decret executif 04-17 complétant et modifiant le decret 96-92 relatif à la formation des agents e.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	88	88	none	/guide en arabe/G. R.H/ensemble de textes concernant la securite sociale/_vti_cnf	arrette interministeriel du 5 mai 1996 fixant la liste des maladies professionnelles.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	87	89	none	/guide en arabe/G. R.H/ensemble de textes concernant la securite sociale/_vti_cnf	loi 08-01 du 23 janvier 2008 complétant la loi 83-11 relative à la securite sociale.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	93	93	none	/guide en arabe/G. R.H/dossier recrutement	au sujet de participations des agents permanents ou vacataires dans des concours externes.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	87	87	none	/guide en arabe/G. R.H/dossier recrutement	dgfp 20 octobre 2004 suivi de l'organisation des concours et examens professionnels.pdf
